timestamp,​0xB944d13b2f4047fc7bd3F7013bcf01b115fb260d,​0xFCD60805f46081d1dA05B8b48AeAEE2bf1855f6A,​0x648c9ef315eFffDD89B057f963547DdBCD499166,​0x79Ba04ABAF8714de7808393DBbbEb91a174B63ca,​0xe6a608633Dbd4B1177a0613C832E3611D3Ddeba8,​0x459E5d770eB17498e3608Ea9B2a667B235700C9b,​0x8e5272Cec02272e232C4C8bDd1d64D3a4AA532e5,​0xc640caba272414689b21EbCd60d97b912359504D,​0x46329b5fC9F1bda1B0faBBD285CA109eDF5946af,​0x80658039F72E9Bc2CAFC9F30D378e1D5B42D2073,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x97deC872013f6B5fB443861090ad931542878126,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0x8284048672d74d8165f7E38C5c0E6F8fDE18c98c,​0x2C9278B2780F5D32c06498BFF9d161C9b4173Cab,​0x00923B9a074762B93650716333B3E1473A15048e,​0x78EE0339738FDCab5530D839F4CF2800dE98deb4,​0x778FDaf34BB5993D69968f541152451241Fab7e3,​0xe49E1BC9705Aa702938503205e2f0C4b41F4DfAa,​0x370Ceca4fC1287ED99924bbA76259F6C771A6022,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0xa3C3Bd7FBe62fD6443e1B95676F06f6F03e9922F,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xF117f10280E496ddb35DCF74c42D71fcB1c59a99,​0x6ddCE2651c2a073b808a475ac58Cd72AAec43BfE,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0xFC63f8981873E4094CCdB0B6D4c73bC7B42F80aC,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0xF4aDb9BA51Fde3EaeE89Ce9A60E99992611849fD,​0xbbA31530Cd8e112be845da468B72fbbFE739387A,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0xEC11362CeC810985d0EBbd7b73451444985b369F,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0x10242BB4DB2F31D01BFda7F629DaEbA2F2C7B9d6,​0x785CfC135cd5E26f55a791D177C3cbDFB16F9fEA,​0x4c39ADA0340c1Eb3CeE343F44819323dD29081A9,​0xA698cAdE532Bf7491F0F887284f8E10E2De97198,​0xB1CF271DC69F77E5a31bB809ea6c0c94f42b62c2,​0xBb672990FeE1d3BC51c81aCf6dCFF041a948d2D9,​0x686d0B9D00cE38533F6Fb009CaB058757f37A904,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0x0E1F2213caDa851aa674d2c1EB9E6f58E738B71D,​0x923c1F3D7192D393fB819C3a3239A588590Ca8Ca,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xb86b528b0A68DEA9Aabe01F1f6FbfAE32517C4a9,​0x77b175d193a19378031F4a81393FC0CBD5cF4079,​0xdDA1c54BE95E1D58dfa24d8683771177f2bC6B00,​0x28D53d87C80c582BE910feba1D655D79563c028D,​0x5b295AA92ddD008D4042773E8DF91A9F848ebC58,​0xb80C9b1b4F894F9669796A0605A9DAA0E80E6912,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0x33D73575962C84084aBd1016dE0CB5bF448D2c66,​0x5B5dCc58786A3fED3441B073864379BB4aF51190,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x3efD3391A0601eaA093647F911c653d77C11e3Fd,​0x088873F2bf4490E7676536C261D96f47c78df56b,​0x150B8E09CCec1E070B242B5746e4917cb118D0Db,​0xa919efc72756222c072A1594eFDBa8178AA360D8,​0x3F86f18322a888d9b3adef38f127c941bCcc014D,​0x622961e7F76b5E573df44AFdeB712749BbeE398D,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x51940F5F8eB0bf150eDD0Bc00067d8DAbDB16BD6,​0x860c20e9Ce9F29eE58b65C304e624758FA9E676F,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x7D1FFDD9D2de75756fD5cD16EB4e9d1bBbB2bbde,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0xF60595B5Bb6fa8135C0Feef89543521FF38Ba83E,​0xE12625df12Eb02AB24e23fFBa6B88D5dA5Af01AD,​0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,​0xc892A4Dc36ffD6244d29f0cEC1dD222eB92CFB71,​0xb92dE8B30584392Af27726D5ce04Ef3c4e5c9924,​0xeB3741E045d91B6cBe9a3758D2e6E9C85bCc1D19,​0xdf22Ac5D9fEd8d8E67f7D0E0C255D772AEd55191,​0xFAF95953A36eD1e8f8426Ab5B7EB53dA246e3476,​0xF39d30Fa570db7940e5b3A3e42694665A1449E4B,​0x672e72fCdB98528B79c2CEDf24902eaB6D6dDF96,​0xA540fb50288cc31639305B1675c70763C334953b,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x4090B585C6Ba6f8d8CBd76Aa805f28069c732ca3,Other
1579320115000,,23.42,,,,,,,,,4.02,,,,,,11.84,,,,,,,,1.00,,,,,0.67,,,5.51,,,,,,,,9.45,,,,,,,,,,12.16,,,,,,,,,8.10,,,,,,,,,,,,45.50,,0.35,,,,,,,,,,,,,,,,,,,,3.31
1579386588000,,,,,,,,,,,0.50,,,,,,16.68,,,,,,,,1.00,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,1.34,,2.00,,,,,,,,,,0.00,,,,,,,,,2.46,,,0.50
1579453251000,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579518909000,,,,,,,,,,,3.30,,,,,,5.80,,,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,1.43,1.64,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,1.88
1579584998000,,,,,,,,,,,,,,,,,1.40,,,,,,,,,16.12,,,,,,,,,4.88,,,,,,7.71,,,,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,17.50,,,,,,,,,,1.00,,,,,,,,3.35,,,,1.23
1579650516000,,,,,,,,,18.41,,1.25,,,,,,,,,,,,,,,,,,,0.67,,,0.75,,,,,,,,,,,,,,,,,5.52,0.98,12.27,,4.14,,,,,,2.07,,,,,,,,,,,,32.50,,0.85,,,,,,,,2.00,,,,,,,,,,,,9.22
1579717286000,,,,,,,,,,,0.76,,,,,,6.47,,,,,,,,,,,,,0.36,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,,5.00,,,,,,,,,,,,0.18
1579783170000,,,,,,,,,,,,,,,,,6.05,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,7.28,,4.06,0.91,,,,4.68
1579848954000,,,,,,,,,,,,,,,,,7.41,,,,,,,,,,,,26.49,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,2.01,,,,,,,,,,,,20.50,,0.40,,,,,,,,,,,,,,,,,,,,
1579915579000,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60,,,,4.88
1579982233000,,,,,,,,,,,0.75,,,,,,2.80,,,,,,,,,,,,,,,,,,,10.24,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,2.00,,,,,,,,,,2.00,,,,,1.09,,,,,,,
1580049245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,0.00
1580114658000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
1580180893000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,0.97
1580247630000,,,,,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,14.50,,0.35,,,,,,1.00,,,,,,,,,,,,,,
1580313366000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,0.09
1580380051000,,,,,,,,,,,,,,,,,5.88,,,,,,,,,,,,,0.57,,,1.02,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580446477000,0.97,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,2.82,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,
1580512997000,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1580579921000,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,5.94
1580645575000,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,2.00,,,0.19
1580711822000,,,,,,,,1.81,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,4.50
1580778615000,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,0.07
1580844182000,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,0.12
1580910496000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,0.92
1580977343000,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,2.39,,,,,,,0.95
1581043789000,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,,1.00
1581110121000,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,0.07
1581177428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
1581243665000,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
1581310184000,,,,,,,,,,,,,,,18.25,,3.60,,,,,,,,,,,,,,,,,,,1.90,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,3.84,,,,,,,0.01
1581375300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
1581441429000,,,,,,,,,,,,,,,,9.15,,,,,,,,,,,,,,,,,,,,6.36,,,,,,,,,,,,,,,,,1.83,,,,,,,0.48,,,,,,,,,,,,8.50,,,,,,,,,,,,,,,2.96,,,,,,,0.33
1581508790000,,,,,,,,,,,,,,,,,5.87,,,,,,,,,,,,,0.60,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,5.50,,,,2.00,,,,,,,4.15
1581574720000,,,,,,,,2.00,,,,,,,1.84,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,3.77
1581641265000,,,,,,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581707956000,,,,,,,,5.33,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,4.88
1581774043000,,,,,,,,,,,,,,,,,6.80,,,,,,,2.84,,,,,,,,,4.15,0.72,,,,,,,,,,,,,8.40,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,4.00,,,,,1.84
1581841298000,,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,
1581907086000,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
1581973926000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,1.00,,,,,,,
1582040665000,,,,,,,,,,,,,,,1.63,,3.81,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,2.00,,,,,,,,,,,1.00,,,,,,,,,,,0.18
1582106715000,,,,,,,,3.69,,4.80,4.34,,,,,,5.79,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,3.65,,,,,,17.00,0.04
1582173039000,,,6.96,,,,,,,,,,,,,,15.92,,,,,,,4.96,,,,,,,,,1.02,,1.50,14.62,,,,,,,,,,,,20.22,,6.11,,,,,,,,,3.48,2.63,,,,,,,,,,,,8.00,,,,,,,,,,,3.34,,,,,,,,,,,
1582240159000,,,,,,,,11.52,,5.13,,,,,,,7.12,,,,29.20,,,,,,,,,,,,,5.63,,10.02,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582306851000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,0.06
1582372667000,,,,,,,,,,,,,,,,,5.80,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582439543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,0.20
1582505376000,,,,,,,,,,,1.80,,,,,,6.00,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
1582571821000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74
1582638796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
1582705647000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1582771019000,,,,,,,,,,,,,,,,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
1582837876000,,,,3.29,,,,,,,,2.33,,,,,0.40,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
1582904573000,,,,,,,,,,,,,,,,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,
1582970808000,,,,,,,,,,,,,,,,,2.20,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48
1583036689000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
1583103301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
1583168974000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,
1583235956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,11.28,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,10.30,,,,,,,,,,,,,,,,0.64
1583302077000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
1583435384000,,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,28.03,,,,3.41,,,,,,,,,,,,21.50,,,,,,,,,,,,,,,,,,,,,,
1583502285000,,,,,,,,,,,,,,,,,6.67,,,,,,,2.40,,,,,,,,,,,,2.00,,,,,,,,,,,,7.00,,,,,,,,,,,,0.67,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,4.18,,,,,4.49
1583567810000,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,0.50,0.67,,,,,,,,,,,,,,7.00,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
1583633541000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50
1583699841000,,,,,,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,,,,,
1583767163000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,0.49
1583833348000,,,,,,6.48,,,,,,,,,,,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,,,,,
1583900197000,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,6.29,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,2.00,,,,,,,,,,,
1583966404000,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1584033400000,,,,,,,,,,,,,,,,,9.61,,,,,,,,,,,,,0.73,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,5.50,,,,,,,,,,,2.94,,,,,20.97,,,,,,
1584100621000,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
1584168330000,,,,,,,,,,,,,,,,,11.66,,,,,,,,,,,,,0.66,,,2.06,,,0.15,,,,,,,,,,,,20.00,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,4.97
1584234522000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1584300469000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,2.01,,,,,,,,,,,0.72
1584367227000,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584434720000,,,,,,,,,,,,,,2.36,,,,,,,,,,2.40,,,,,,,,,,,,1.86,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,0.33
1584500082000,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,0.82,,,,1.26,,2.02,,,,,,,,,,,,5.00,,,,,,,,,,,,1.64,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,
1584566455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,0.47,,,,,,,,,,0.63
1584632903000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,0.95
1584699859000,,,,,,,,,,,,,,,,,3.44,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,3.74,,,,,,,,,,,0.19
1584766483000,,,,,,,,,,,,,,,,,6.62,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58
1584833664000,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08
1584902413000,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,,,,,,,,,,,2.00,,,,,,,,,,,1.43
1584970249000,,,,,,,,,,,,,,,,,3.23,,,,,,,,,,0.42,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
1585036977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20
1585105600000,,,,,,,,,,,,,,0.98,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00
1585173391000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1585306138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
1585438491000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585704243000,,,,,,,,,,,,2.96,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
1585770840000,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
1585969610000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
1586036191000,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,3.96,,,,4.95,,0.75,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.05
1586102872000,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,1.07,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00
1586169028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
1586236183000,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,0.47,,,,,,,0.65
