timestamp,​0x00000000008Fcc11999bB2d9289e187Cc4C9C610,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0xd5814db45197Bc53d0873b7b0787914166Af6054,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x514fd3B8109CFB7CDe4b17e4912fd56690c23145,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x09E5811DA57A079FBd6493DEebC75F534d02a24D,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x07A24C48FdE03705576e7349Fe583CB7aACdCE5B,​0x9F6af0948f09c5C0256fB499C8527c976c003D69,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x900a15027236dfCE7980B6Dd23692765304135BF,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x2Bf5A5bA29E60682fC56B2Fcf9cE07Bef4F6196f,​0xAA787E34cE7f58894204740405220C9699E5721D,​0x493109EfF812b51f69e97fDDE33219bAbdf38464,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x56ADe6C31894C2880Eb515d74a822029e2beB9d4,​0xb462FB0098f104E88837a46E5F4FdfB5eBff7D96,​0x839E279E912416EBE17860319F177cB10A145070,​0xD06CfBb59d2e8918F84D99d981039d7706DCA288,​0x9AfDE46508b8D659bB0FfcdFD769EC37f7199cFA,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x4577D667F6B23f2a57C2565A1145bFF102458cab,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xB1dEbeF06e45178F53CD15741e21163461D30FFC,​0x90a3D8C8a9247e409F455C4F7DC4092596C223A2,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0xb1017b3556412E54D761fe458af5e1Eb09c68868,​0x0a4AD1Ced69618cDFC52454b56E68CBA5f8f175D,​0x26792d5DeF052f12EC12344977Ab0D0ced2B1E5a,​0x82D5CBe057F17BF58c728829C7AEd242Fe5B4623,​0x65cDFa63A23e53Adbe31096d40c3aA33D195B6A2,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0x37A7D5A1951c0B234156a1e25e94AB90a668C39e,​0x8Cc5F8809Eaa7173567b8CC5AEb3B993e1C5Cfff,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0xC0db78B1834754cFA73E55217f7Dee2476822bbF,​0x6F601C6123187d4EEF2E5bb6Cd1B1A254B230B7f,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x134221908E6FC7a78e51B5a7f6009b6AFa4d68dB,​0x8Fa1e57aba7AeeCf84b339c19D8C3940F6BE4491,​0x5B5Bb70bbd5c95D4C8B1C0e1d6aC04327B487d55,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0xbA30A255a23FC6e864F1195EACcEDF1eeaC9A64C,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0xAC6ff96448dfbA24de67ff3dca610C9d63Bb0030,​0x3911C614bE43aC656d818092236Be68e413D2708,​0x00923B9a074762B93650716333B3E1473A15048e,​0x0000000000eBbDaF01e3dE2506CA1e4C08D3ceBa,​0x62d89DD6Ed222bd8732a68163372Ec3E7674c1A6,​0x32Cd1F7BdaE90B87E9b58d25d2ef7b09f6A9B548,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x0B56EE109303e287BF9C7e0F07af97c1B3e77F6e,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x6e316492eD3d5Cba0d8940babC589989D7F59193,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xcdCb675C491076c4f10a4717c00F51C1615167ED,​0x9697E724610505474936ec1382Edceb5AA52F295,​0xa565878e7e2ad37ad39f0B8dfC222977e3e7c60f,​0xdD9Cba76171742b3AfbEBA7c31BaF7EF656773e4,​0x3Ed3487EC330f4FF0793B7abab9DD0da040851A0,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x862563C7f619896ada7249FC5d7C956b0f0Fc94f,​0xd79FE5cA182b112E62D1466068b572493b88cB24,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0x68783B83C88D6b726732716FfC347F60ef29Da0D,​0x4385A2ae536C4709723a584710B19241ef0ac653,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x5eDc421f564d7eCC4b260E2B711B9a3A86C7Ef58,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x97deC872013f6B5fB443861090ad931542878126,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x3e0b2A332c8c252EadBC039D27e3a53e89E85b23,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x48143eC3AcA8A255496e8ee7997591D3335Abf5f,​0x160473937A13c06B045ef7c6512e8A58549a9413,​0x7672B17D5Eebb7194d57066f86FBcb4e85a7e10E,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xC44e955992DAb85245466fD2ebd60961b07dF500,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0xE50aB4B13D2790f2489987F46b8470dD0041b5dB,​0x9B6968fA5Ac4B72E640Eed89652DE8B20B2d729d,Other
1583435384000,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,0.00
1583502285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1583567810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1583633541000,,,,,,,0.85,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,
1583699841000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1583767163000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583833348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1583900197000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1583966404000,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59
1584033400000,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
1584100621000,,,,,,,2.99,,1.41,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
1584168330000,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.51,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,,,,,,,,0.16,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,3.34
1584234522000,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1584300469000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1584367227000,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584434720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,0.30
1584500082000,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.28,,,,,,
1584566455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1584632903000,,,,,,,5.19,,1.01,,,,,,,,,,,,,,,,,1.00,,,,,,,8.75,,,11.32,,,,,1.12,,,,,,,,,,,,,,7.50,1.05,,,,,,,,,18.14,,,,4.35,,,,0.16,,,,,,6.59,,,,,,,0.19,0.11,,,1.19,,,,3.60,,,8.16,,0.15,,,,14.10
1584699859000,,,,,,,3.22,,,,,,,,,,,,,,,,,,,2.88,,,,,,,9.57,,,3.04,,,,,0.86,,,,,,,,,,,,,,4.50,,,,,,,,,,23.56,,,,,,,,0.15,,,,,,7.85,,,,,,,,0.02,,,,,,,1.47,,,4.86,,,,,,8.51
1584766483000,,,,,5.69,,3.00,,,,,,,,,,,,,,,,,,,0.73,,,,,,,7.18,,,14.33,,,,,0.34,,,,14.47,,,,,,,,,,4.50,,,,,,,,,,14.98,,,,5.66,,,,,,,,,,5.06,,,,,,,,0.14,,,,,,,4.19,,,19.82,,,,,,18.16
1584833664000,,,,,,,1.08,,,,,,,,,,,,,,,,,,,0.50,,,,,,,3.02,,,1.01,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,,,,,,,,0.31,,,,,,1.02,,,,,,,,,,,0.35,,,,,,,,,,,,,2.05
1584902413000,,,,,,,1.43,,,,,,,,,,,,,,,,,,,0.75,,,,,,,1.28,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,,,,,,,,0.10,,,,,,1.77,,,,,,,,0.38,,,,,,,2.13,,,,,,,,,0.52
1584970249000,,,,,2.20,,1.34,,,,,,,,,,,,,,,,,,,1.43,,,,,,,3.77,,,6.55,,,,,0.29,,,,,,,,,,,,,,3.00,,,,,,,,,,2.63,,,,1.19,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,3.37,,,,,,0.11
1585036977000,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,0.53,,,,,,2.30
1585105600000,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,0.19,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,1.65
1585173391000,,,,,,,0.86,,,,,,,,,,,,,,,,,,,1.00,,,,,,,3.18,,,9.33,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,9.88,,,,,,,,8.73,,,,,,2.29,,,,,,,,,,,,,,,,,,3.73,,,,,,7.76
1585239172000,,,3.46,,,,1.65,,,,,,,,,,,,,,,,,,,1.45,,,,,,,7.96,,,6.27,,,,,0.44,,10.84,,,,,,,,,,,,,,,,,,,,,,9.74,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,0.61,,,2.35,,,,,,8.90
1585306138000,,,0.36,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,2.36,,,3.36,,,,,0.27,,0.18,,,,,,,,,,,,,,,,,,,,,,4.26,,,,1.38,,0.75,,0.39,,,,,,1.00,,,,,,,1.20,,,,0.37,,,,,,,,,,,,,3.26
1585372283000,,,3.50,,,,0.14,,,,,,,,,,,,,,,,,,,0.20,,,,,,,1.27,,,2.50,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,0.04,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,2.09
1585438491000,,,,,,1.80,0.65,,,,,,,,,,,,,,,,0.24,,,0.20,3.57,,,,,,2.62,,,,,1.63,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,10.97,,,,2.59,,,,0.75,,,,,,1.56,,,,,,,,,,,,,,,,,,0.80,,0.94,,,,4.89
1585504149000,,,,1.41,,1.53,1.77,,,,,,,,,,,,,,,,,,,0.86,,,,,,0.51,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,1.51,,,,,,,,2.01,,,,,,,,,,,,,,,,,,1.83,,,,,,4.32
1585571105000,,,0.29,,1.04,2.53,2.32,,,,,,,,,,,,,,,,,,,1.79,,,,,,0.26,4.79,,,,,0.36,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,4.45,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,2.42
1585637238000,,,,,,1.52,2.40,,,,,,,,,,,,,,,,,,,0.20,,,,,,0.13,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,1.50,,1.96,,,,,,4.88,,,,,,,,0.18,,,0.37,,,,,,,9.57,,,,,,9.92
1585704243000,,,,,,1.76,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,1.64,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,1.62,,0.77,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,3.78
1585770840000,,,,0.62,,0.25,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,3.67
1585836257000,,,,1.13,,9.28,12.71,,,,,,,,,,,,,,,,,,,2.59,,,,,,,2.75,,,,,,,,0.31,,,,,,,5.66,,1.11,,,,,,,,,,,,,,,5.13,,,,1.46,,0.77,,,,,,,,3.25,,,,,,,,,,,,,,,,,,8.64,,4.64,,,,3.16
1585903293000,,,,0.91,0.99,3.52,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,0.80,,,,,,,,0.76,,,,,,,,,,,,,,,,,,5.94,,1.86,,,,7.84
1585969610000,,,,,,1.01,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.73,,,,,,,,,,,,,,,5.50,,1.11,,,,,,,,,,,,,,,7.55,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,1.99
1586036191000,,,,,,4.55,1.00,,,,,,,,,,,,,,,,,,,1.07,,,,,,,4.27,,,,,,,,0.50,,,,,,,,,1.11,,,,,,,,,,,,,,,14.26,,,,,,1.51,,,,,,,,4.57,,,,,,,1.00,,,,0.70,,,,,,,2.53,,1.28,,,11.97,17.30
1586102872000,,,,,,0.77,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,1.64
1586169028000,,,,,,2.00,,,,,,,,,0.51,,,,,,,,,,,0.20,,,,,,,2.77,,,,,,,,0.79,,,,,,,,,3.59,,,,,,,,,,,,,,,8.61,,,,,,,,,,,,1.00,,2.10,,,,,,,2.03,,6.56,,,,,,0.28,,,0.78,,0.73,,,,1.97
1586236183000,,,,,,,,,,,,,,,7.71,,,,,,,,,,,,,,,,,0.25,1.20,,,,,,,,,,8.12,,,,,0.63,,6.07,,,,,,,,,,,,,,,10.28,,,,,,,,,,,,2.00,,4.54,,,,,,,,,0.77,,1.14,,,,0.12,,,4.44,,,,,,5.59
1586301955000,,,,,,,0.05,,,,,,,,6.12,,,,,,,,,,,2.93,,,,,,0.01,1.42,,3.34,,,0.10,,,2.05,,,,,,,,,2.22,,,,,,,,,,,,,,,6.39,,13.00,,,,,,,,,,,,14.42,,,,,,,4.17,,,,,,,,0.27,,,6.80,,,,,,20.82
1586368858000,,,1.95,,,,1.93,,,,,,,,2.62,,,,,,,,,,,0.85,,,,,,0.03,1.48,,1.52,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,5.29,,,,,,,,0.03,,,,,,8.17,,,,,,,2.06,,,,,,,,,,,3.43,,1.12,,,,20.44
1586434964000,,,,1.03,,,7.26,,,,,,,,4.36,,,,,,,,,,,1.20,,19.00,,,,0.58,9.63,,0.41,,,7.29,,,1.71,,6.01,,,,,,,,,,,,,,,,,,,,,,10.64,,,,,,1.54,,0.27,,,,,,1.53,,,,,,,2.63,,,,,,,,,,,19.50,,1.24,,,,29.93
1586501245000,,,6.78,,,,,0.32,,2.34,,,4.59,,3.04,,,,,,,,,,,2.67,,,,,,0.94,7.31,,0.30,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,1.51,,,,,,,,1.54,,,,,,,,,,,,,,,,,,5.63,,2.84,,,,14.69
1586568529000,,,,,,,,2.01,,3.38,,,1.57,,1.52,,,,,,,,,,,5.00,,,,,,1.29,,,1.23,,,1.35,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,11.02,,,,,16.88,0.78,,,,,,6.44,,2.77,,,,,,,2.02,0.49,,,1.25,,,,,,,12.16,,4.91,,,,19.47
1586635021000,,,,,,,,0.72,,1.00,,,,,1.79,,,,,,,,,,,0.45,,,,,,,,,0.33,,,,,,0.30,,,9.63,,,,,,,,,,,,,,,,,,,,,14.95,,,,,,,,,,,,6.20,,1.51,,,,,,,4.62,0.58,5.93,,,,,,,,,3.41,,3.43,,,,6.66
1586701369000,,,,,,,,1.14,,1.00,,,,,3.76,,,,,,,,,,,0.45,,,,1.00,,,,,0.16,,,,,,0.29,,,,,,,,,3.33,,,,,,,,,,,,,,,17.40,,,,2.26,,,,,,,,2.22,,2.01,,,,,,,2.11,,14.54,,,,,,,,,6.92,,1.25,,,,8.31
1586767741000,,,,,,,0.03,3.21,,,,,,,1.51,,,,,,,,,,,0.97,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,,,,,,,,,,,,2.49,,0.50,,,,,,,7.57,,,,,,,,1.06,,,2.50,,2.05,,3.50,,8.99
1586833705000,,,,,,,,,,,,,0.40,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,,,,,0.75,,,,,,,,2.04,,,,,,,,1.58,,,0.14,,,,,,,2.77,,,,,,21.84
1586900049000,3.84,,0.03,,,,0.97,5.40,,2.87,,,,,1.00,,,,,,,,,,,0.40,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,1.41,,,,,,1.52,,,,,,3.97,,0.50,,,,,,,0.92,,,,,,,,,,,3.49,,0.50,,,,15.86
1586966921000,,,,0.45,5.07,,5.19,6.90,,4.90,,,,,5.14,18.62,,,,,,,,,,3.08,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,,,,0.00,,,,6.94,,2.82,,,,,,,0.00,,,,,,,,,,,8.85,,2.53,,,,30.50
1587033174000,19.70,,6.03,,5.17,,14.96,8.85,,0.51,0.59,,,,16.47,,,,,,,,,,,6.41,,,,,12.56,,,,5.54,,,0.31,,,,,,,,,,,,62.79,,,,,,,,,,,,,,,18.48,,,,2.30,,0.82,,0.01,,,,2.05,,15.87,,,,,,,1.85,,,,0.14,,,,0.08,,,38.20,,5.18,,1.90,,59.19
1587099968000,,,,,,,18.02,2.40,,0.20,,,,,2.84,,,,,,,,,,,0.30,,0.05,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,3.07,,,,1.08,,,,1.51,,3.36,,,,,,,,,,,,,,,2.86,,,1.81,,,,,,35.27
1587167698000,,,,,,,7.84,2.89,2.02,,,,,,1.83,,,,,,,,,,,0.59,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,,,,,,3.06,,,,,,,,,,2.04,,,,,,,,,,,0.21,,,0.00,1.71,,,2.61,,2.21,,,,22.77
1587234387000,,,,12.64,,,4.11,1.72,4.07,0.41,,,,,0.77,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,2.03,,,,,,,,,,,14.08,0.50,,7.56,,,,,,,,0.23,,,1.08,,3.66,,,,,2.12,,,,,,11.29
1587300847000,,,,,1.53,,6.98,2.40,,3.50,,0.42,,,,,,,,,3.14,,,,,,,0.02,,,,0.17,,,1.21,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,2.09,,,,,,0.74,,,,,,1.50,,4.36,0.50,,,,,,2.17,,,,1.05,,,,,,,7.09,,0.51,,,,30.17
1587368133000,,,,,,,4.08,2.81,3.95,0.82,0.58,,,,7.03,,,,,,8.29,,,,,0.55,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,7.92,,,,,,1.52,,3.60,,,,,,,,,,,,,,,0.74,,,4.62,,,,,,19.93
1587434258000,,,,,,,1.58,0.83,,,0.59,,,,3.33,,,,,,,,,,,0.87,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,7.79,,0.09,,,,0.50,,0.51,0.51,,,,,,,,,,,,,,,,,3.26,,2.57,,,,22.35
1587501138000,,,,,,,2.95,1.49,1.95,,,,,,4.61,,,,,,,,7.18,,,0.35,,,,,,,,,0.67,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,5.80,1.29,,,1.29,,6.88,,,3.04,,,0.50,,2.05,0.50,,,,,,4.50,,,,,,,,,,,4.02,,,,,,16.42
1587568237000,,,,1.86,4.10,,6.39,7.72,1.98,,2.15,,,,9.33,,,,,,,,,,,1.34,,,,,,0.08,,,2.53,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,3.93,15.44,,,,11.26,,11.71,3.00,0.17,,,,,,3.75,,,,,,,,,,,0.29,,,0.00,,,,11.08,,3.19,,,,20.67
1587634602000,,,,,4.10,,6.18,4.61,,,1.75,,,,3.58,,,,,,,,,,,1.20,,,,,,0.06,,,7.71,,,,,,3.81,,,,,,,,,,,,,,,,,1.02,,,,,,,4.50,,,,,,7.48,,2.70,,,,,,3.30,,4.50,,,,,1.64,,,,0.18,,,,,,,3.85,,3.68,,,,26.66
1587701744000,,,,,,,0.53,1.92,,,,,,,3.62,,,,,,,,0.12,,,,,,,,,0.02,,,1.38,,,,,,2.13,,,,,,,,,,,,,,,0.23,,,,,,,,,10.35,2.57,,,,,7.48,,0.00,,,,,,1.03,,,,,,,,0.41,,,0.51,,,0.70,,,,4.86,,1.65,,,,19.92
1587768625000,,,,3.45,,,2.67,2.35,,,,,,,5.19,,,,,,,,0.06,,1.00,,0.04,,,,,0.05,,,2.38,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,5.29,,,,,,5.96,,,,,,,,1.27,0.53,,,,,,,,,,,,,1.20,,,,,,2.98,,,,21.94
1587836062000,,,,,,,8.16,1.66,,,,,,,5.53,,,,,,,,,,,0.60,,,,,,,,,0.49,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,4.57,,10.03,,,,,,,,0.51,,,,,,,8.31,,,,,,,,,,,10.95,,1.51,,,,20.91
1587902337000,,,,,2.03,,17.76,7.38,,,0.58,,,,11.75,,,,,,,,,,,5.94,,,,,,0.01,,,0.99,,,0.04,,,5.63,,,,,,,,,,,,,,,0.08,,,12.11,,,,,,14.57,2.57,,,2.33,,12.27,,,,,,,,13.30,,,,,,,12.82,0.47,,,,,2.72,,1.37,,,14.31,,3.51,,,0.97,24.97
1587969951000,,,,,,,11.73,2.71,,,,,,,15.81,,,,,,,,,,,0.74,,,,,,0.24,,,2.86,,,,,,2.05,,,,,,,,,,,,,,,,,1.05,,,,,,,6.70,,,,0.96,,11.86,,,,,,,,4.50,,,,,,,4.63,,,,,,,,,,,2.40,,4.03,,,0.72,18.87
1588036978000,,,,,,,6.10,6.77,,,,,,,,,,,,,,,,,,0.57,,,,,,0.25,,,1.39,,,,,,2.62,,,,,,3.17,,,,,,,,,,,,,,,,,,4.50,,,,2.92,,7.99,,,,,,,,1.81,,,,,,,,0.14,,,,,,0.65,0.28,,,2.11,,,,,,26.34
1588104246000,,,,,,,5.34,3.76,,,,,,,1.00,,,,,,,,,,,0.84,,,,,,0.30,,,0.47,,,,,,2.37,,,,,,4.33,,,,,,,,,,,,,,,,,,2.84,,,,,,8.72,,,,,,,,1.01,0.53,,,,,,1.07,,,,,,,,,,,2.53,,,,,,13.97
1588170340000,,,,15.42,,,16.76,22.28,,,4.27,1.06,,,45.59,,,,,,,,,,,,,,,14.00,,,,,6.43,,,,8.00,8.00,6.96,,,,,,2.95,,11.00,,,,,2.45,,,,,,,,,,129.95,60.51,2.56,,,15.25,,19.07,1.00,,,,,,9.00,24.64,1.04,,,,15.82,,,0.21,,,,,3.44,,0.49,,,83.14,,1.25,,,6.38,28.43
1588237076000,,,,,4.00,,85.45,13.34,,,3.52,1.37,,,11.36,,,,,,,,,,,,,,,8.00,,0.25,,,9.70,,,0.14,3.00,5.00,6.90,,,,,,5.50,,1.00,,,,,1.89,,4.93,,,,,,,,32.52,72.46,5.06,,,9.73,,19.31,5.00,0.19,,,,,,9.66,2.98,,,,11.89,,1.91,0.90,,,2.78,,,,,,7.63,29.01,,3.06,,,,47.08
1588305064000,,,,,,,2.68,5.99,,,,2.00,,,4.79,,,,,,,,,,,,,,,,,0.04,,,0.56,,5.90,,,,9.41,,,,,,1.81,,,,,,,4.28,,10.00,,1.15,,,,,,,23.89,,,,1.94,,40.40,,,,,,,,13.85,3.43,,,,,,,0.99,,,0.34,,,0.14,,,,7.47,,1.18,,,,48.84
